program_id,program_name,country,city,latitude,longitude,program_type,key_benefits,eligibility,operator,status,official_url,sources,confidence,last_verified
ARC-PROG-109,Livsmedelsarenan (Food Arena Norrbotten) - Food Processing SME Development,Sweden,Lulea,65.5848,22.1567,Regional food-sector business development program (ERDF),"Individualized advisory for business strategy, leadership, production/sustainability and financing/investment access; networking events and knowledge transfers with researchers, investors and entrepreneurs; 'Lotsen' guide function coordinated by Lansstyrelsen Norrbotten into the full regional support system; total budget SEK 10,909,801; supports Norrbotten 'Nara mat' food strategy; hub for collaboration between academia, industry and authorities","Small and medium-sized food-processing companies in Norrbotten seeking sustainable growth, innovation and competitiveness","LTU Business (project owner) with Hushallningssallskapet Norrbotten-Vasterbotten, Lulea University of Technology, Lansstyrelsen Norrbotten; financed by ERDF, Sparbanken Nord, Region Norrbotten, Langmanska Foretagarfonden",ACTIVE (2025-09-01 to 2028-09-01),https://livsmedelsarenan.se,livsmedelsarenan.se official project site; ltubusiness.se news 'Ny satsning ska starka Norrbottens livsmedelsforetag'; ltu.se/en research page (Food Arena),92,2026-08-22
ARC-PROG-110,Invest in Circular Resilient Arctic Food Systems (Norrbotten 2026-2028),Sweden,Boden,65.8252,21.6886,Circular-economy investment attraction program (ERDF-funded),"Converts industrial residuals (waste heat, CO2, biomass and sidestreams from mines, steel, energy and data centers) into sustainable food production business opportunities; new business establishments and investment support across Norrbotten; partnership with Lulea University of Technology (Creaternity Northern Food Lab); participating companies MAX Burgers AB and Norrmejerier; supports regional self-sufficiency and circular resource-efficient economy","Food-tech and circular-economy investors, startups, food producers and industrial partners in Norrbotten (Boden, Gallivare, Alvsbyn, Lulea, Pitea municipalities)","Invest in Norrbotten (Region Norrbotten) with Bodens Utveckling AB, Boden Business Park AB and municipalities; financed by EU ERDF, Region Norrbotten; contact Natalie Siden, Inward Investment Manager",ACTIVE (2026-2028),https://investinnorrbotten.se/projects/invest-in-circular-resilient-arctic-food-systems/,investinnorrbotten.se official project page; gallivarenaringsliv.se Arctic Food Arena project report; bodenbusinesspark.com Creaternity Impact Days 2026 event,80,2026-08-22
ARC-PROG-111,Svalbard Field Safety Permit Regime 2026 (Feltsikkerhetsforskriften),Norway,Longyearbyen,78.2232,15.6267,Regulatory Permit Regime (field safety / tourism / research),"New Field Safety Regulations in force 1 Jan 2026 (replacing tourism/field-trip rules, forskrift 2025-06-06 nr. 940 + amendment 2025-12-12): single permit system for travel/activity/stay in tourist, field, research and educational activities with application deadlines; mandatory notification to the Svalbard tax office; mandatory insurance with reimbursement coverage for rescue costs per zone (Zone A NOK 120,000 / B NOK 350,000 / C NOK 650,000 per search/rescue operation); approved Svalbard guide requirement from 1 Jul 2027 (industry-pushed delay to 1 Jul 2028 under discussion; two approval paths: Sysselmesteren courses or 1,500 documented guiding hours over 3 years, hours-logging portal in development); guidance applies to tourist businesses and field operators moving/working/staying outside inhabited areas; supports sustainable, safety-compliant Arctic tourism economy in Longyearbyen","Tourist businesses, field operators, research/educational institutions and guides operating on Svalbard; employers must ensure staff safety and conduct risk assessments; insurance per field-safety zones A/B/C",Sysselmesteren på Svalbard (Governor of Svalbard) + Justis- og beredskapsdepartementet (royal decree); Longyearbyen lokalstyre for local land/building approvals,"ACTIVE (in force 2026-01-01; guide approval phases in 2027-07-01, possible delay to 2028-07-01)",https://www.sysselmesteren.no/en/news/2025/11/new-regulations-on-field-safety-in-svalbard-from-1-january/,"sysselmesteren.no official Governor news (2025-11 new field safety regs; 2026-02/03 info meetings + guide approval); lovdata.no LTI/forskrift/2025-12-12-2557 (official legal gazette, amendment + effective dates); svalbardposten.no Sysselmesteren supports guide-approval delay (1,500h route, portal)",95,2026-08-22
ARC-PROG-112,USACE Barrow Coastal Erosion Protection Project (Utqiagvik) - 5-mile shoreline revetment,USA,Utqiagvik,71.2906,-156.7887,Federal infrastructure project (USACE coastal storm damage reduction),"Rock revetment protecting ~5 miles of Utqiagvik shoreline + $1B+ of infrastructure (identified by USACE 2023) from storm-driven erosion and permafrost thaw; >100,000 tons of armor rock from Cape Nome quarry (Sound Quarry Inc., BSNC subsidiary) barged from Nome; project scope: rock revetment at bluff, protective berm, raised Stevenson Street, bluff rehabilitation, restored road access; ~66M USD initial task order awarded May 2025 to Brice Civil Constructors Inc.; WRDA/NDAA updates enable up to 90% federal cost share for economically disadvantaged communities; construction began summer 2025, completion targeted 2031-2033 (conflicting public schedules; ENR/akbizmag long-range 2033); supports Arctic port-city resilience, subsistence access and permafrost-zone climate adaptation",North Slope Borough / City of Utqiagvik (Ukpeagvik Inupiat Corporation area); USACE Alaska District project; contractor Brice Civil Constructors Inc.; armor rock supply via Bering Straits Native Corporation subsidiary,US Army Corps of Engineers (USACE) Alaska District + City of Utqiagvik; contractor Brice Civil Constructors Inc. (Fairbanks/Anchorage),UNDER CONSTRUCTION (2025-2033; first armor rock shipments July 2025),https://knom.org/2025/06/27/thousands-of-tons-of-armor-rock-headed-from-nome-to-utqiagvik/,"knom.org (2025-06-27 armor rock barge logistics, >100,000t, 2031 target); akbizmag.com digital March 2026 'Forts and Needful Buildings' (Brice Civil Constructors, ~$66M task order May 2025, ~2033 long-range); enr.com At the Frontier of Change (5-mile program, 2033 completion, 90% cost-share WRDA/NDAA); doi.org/10.3389/fpos.2026.1695743 peer-reviewed risk-tradeoffs analysis (revetment volumes, Stevenson Street)",90,2026-08-22
ARC-PROG-113,Partnerinvest Norr ERDF Venture Funds (Ovre Norrland) - SME Risk Capital,Sweden,Luleå,65.5848,22.1567,Venture Capital / ERDF Financial Instrument (SME minority equity),"Minority equity investments in growth-oriented SMEs, pari passu with private investors; active ownership: board support, networks, financial advice; ERDF-financed venture funds for Ovre Norrland (Norrbotten+Vasterbotten) as Tillvaxtverket assignment; Fund 1: 179 MSEK (2009-2023, closed, 1.6x exit multiple), Fund 2: 185 MSEK (in management), Fund 3: 175 MSEK (active, target 50-60 companies over 5 years); 100+ companies invested since 2010, ~2B SEK total incl. private co-investment","SMEs in early development in Ovre Norrland (Norrbotten and Vasterbotten) with scalable business models, strong entrepreneurial teams, international growth potential; minority ownership only",Partnerinvest Norr AB (wholly owned by Norrlandsfonden Foundation; CEO Ingela Lidstrom),ACTIVE (Fund 3 in investment period; assignment from Tillvaxtverket),https://www.partnerinvestnorr.se/om-fonderna/,partnerinvestnorr.se/om-fonderna (official); tillvaxtverket.se Riskkapital page (official managing authority); norrlandsfonden.se (parent foundation); fi-compass.eu (EU financial instruments database),90,2026-08-22
ARC-PROG-114,Trälyftet - Vasterbotten Wood Industry Circular Transition (2026-2028),Sweden,Skelleftea,64.75,20.95,Industry SME Development Project (regional/municipal funded),"2026-2028 project strengthening profitability and competitiveness of Vasterbotten wood-processing SMEs; circular business models, resource efficiency and digitalization across 6 work packages; expected outcomes: at least 10 SMEs implement circular processes, 2-3 networks established, certification proposals (2027), innovation lab (2028); SME training, regional showcases, industry spotlights","SMEs in Vasterbotten wood processing / timber / furniture sector; TMF-related companies; municipalities Skelleftea, Lycksele, Norsjo, Umea area","Trabransch Norr (wood industry association, est. 2002) with TMF (Swedish Federation of Wood and Furniture Industry); funded by Skelleftea kommun + regional partners",ACTIVE (2026-2028 project period; startup phase 2026),https://www.trabranschnorr.se/en/project/,trabranschnorr.se/en/project (official); trabranschnorr.se PDF project presentation (2026-02); skelleftea.se official municipal page (predecessor 2024 program funded by Tillvaxtverket/Region Vasterbotten/Skelleftea kommun); LinkedIn Trabransch Norr announcement (Skelleftea kommun funding),78,2026-08-22
ARC-PROG-115,Nunavut Film Spend Incentive Program (Screen-Based Industry Rebates),Canada,Iqaluit,63.7467,-68.517,Territorial Production Spend Rebate,"Rebate on eligible costs for goods/services consumed in Nunavut: Stream I 27% of total eligible Nunavut spend (17% for Nunavut-headquartered non-profits, capped CAD 75,000 first six months of fiscal year); Stream II 17%; bonuses: key creative personnel up to 3%, Inuktut language incentive +10% original production (up to CAD 40,000) / +5% versioning (up to CAD 20,000); drives Arctic screen-based industry spend, local procurement and Nunavut employment","Production companies spending more than CAD 25,000 in Nunavut; detailed production budget with Nunavut cost breakdown; ownership and corporate registry requirements; Nunavut-resident key creative personnel required for bonus streams","Nunavut Film Development Corporation (NFDCo, territorial film commission, Iqaluit)",ACTIVE (Program Management Manual 2026-27; rolling),https://www.nunavutfilm.ca/nunavut-spend-incentive-program,nunavutfilm.ca/nunavut-spend-incentive-program (official); nunavutfilm.ca/funding (official program index); gov.nu.ca (Government of Nunavut context),85,2026-08-22
ARC-PROG-116,Northern Delivery Unified Maritime Operator (Rosatom Arctic) - 2026 Expansion,Russia,Murmansk (Atomflot HQ; ops: Pevek/Anadyr/Egvekinot),68.9717,33.0705,State logistics regime - single maritime operator (subsidized cabotage under Federal Law 'On Northern Supplies'),"Rosatom Arctic designated UNIFIED MARITIME OPERATOR (UMO) of Northern Delivery from 2026-01-01 (federal law): end-to-end logistics from loading to unloading, preferential/stable freight rates with 3-year planning horizon incl. inflation-based adjustments; 2025 Chukotka pilot delivered 152,440t petroleum products + 6,770t food/containers (TASS: 159,200t) BEFORE navigation season, avoiding icebreaking costs; 2026 expansion to FIVE regions (Yakutia, Chukotka, Khabarovsk, Kamchatka, Sakhalin) estimated 233,000-801,000t = 6-20% of total Northern Supplies volume; FESCO opened 2026 summer season: 5 voyages Jun-Nov to Anadyr + Egvekinot (first sailing 334 TEU + 122t general cargo from Vladivostok); new GlavSevmorput coordination center in Pevek synchronizes icebreakers, port unloading and deliveries (April 2026)","Cargo shippers, suppliers and regional governments in Arctic and Far East regions covered by Northern Delivery law; cooperation agreements signed with Yakutia, Chukotka, Khabarovsk, Kamchatka, Sakhalin; routes/schedules approved by federal coordinator (Minvostokrazvitiya RF); complements ARC-PROG-064 (federal law/treasury loans)",Rosatom Arctic (UMO) / GlavSevmorput / Atomflot; carriers incl. FESCO; federal coordinator Minvostokrazvitiya,ACTIVE (federal law in force 2026-01-01; pilot expansion 2026-2028 horizon),https://tass.com/economy/2095635,"tass.com/economy/2095635 (TASS official, UMO 5 regions 233-801K t, federal law 2026-01-01); atommedia.online/en/reference/severnyy-morskoy-put-spravochnaya-informatsiya- (Rosatom official media, 2025 pilot 152,440t + 6,770t, 2026 expansion); atommedia.online/en/press-releases/rosatom-minvostokrazvitiya-rf-i-pra (SPIEF pilot agreement, full UMO startup 2026-01-01); akm.ru/eng/news/fesco-opened-transportation-to-chukotka-under-the-northern-delivery-program-2026 (FESCO 5 voyages Anadyr/Egvekinot 2026); www1.ru/en/news/2026/04/17/rosatom-vvel-rucnoi-rezim-upravleniia-v-peveke (Pevek coordination center); en.arctic.ru/20260716/1618083.html (Novak fuel commitments 2026)",92,2026-08-22
ARC-PROG-117,Greenland Investment Catalogue 2026 (CIP Foundation + Grønlands Erhverv + DI) - DKK 40B+ project pipeline,Greenland,Nuuk,64.1814,-51.6941,Investment facilitation / opportunity catalogue (public-private; proposed Greenland Business Fund),"DKK 40B+ in sustainable investment opportunities mapped across Greenland with >DKK 12B actionable within 5 years; flagship concepts: shore power in ports, energy renovation + electrification grant/loan programmes (households, SMEs, landlords), small-scale green financing (loans <DKK 10M, up to 30-year maturities, simplified application), renewable expansion (solar+battery Qeqertarsuatsiaat, heat pumps Qaqortoq, district heating Upernavik, wind Nanortalik, hydropower Tasiilaq); proposes a dedicated Greenland Business Fund mobilizing public catalytic capital + private investment (modelled on Denmark's SDG Fund, leveraging EU funds); launched at Future Greenland conference (Nuuk, 2026-05-19/20) after ~50 dialogue meetings with Greenlandic companies; opens project pipeline to international investors incl. pension funds","Project sponsors, companies, municipalities and investors in Greenland energy/infrastructure; public-private partnerships; international capital welcome; EU programme mapping for co-financing",CIP Foundation (Copenhagen Infrastructure Partners Foundation) with Grønlands Erhverv (Greenland Business Association / Sulisitsisut) + Dansk Industri (DI); Danish Prime Minister's Office & Greenland Self-Government dialogue (April 2025),ACTIVE (catalogue published 2026-05-27; project advancement ongoing),https://cipfonden.dk/en/2026/05/21/new-inspiration-catalogue-points-to-more-than-dkk-40-billion-in-sustainable-investments-in-greenland/,"cipfonden.dk/en/2026/05/21/new-inspiration-catalogue-points-to-more-than-dkk-40-billion-in-sustainable-investments-in-greenland (CIP Foundation official, DKK 40B+ / 12B actionable, Future Greenland launch); sulisitsisut.gl/en/news/investment-catalogue-opportunities-for-projects-in-greenland (Grønlands Erhverv official, catalogue + DI/CIP partnership); cipfonden.dk/wp-content/uploads/2026/05/Investment-catalogue-English-final.pdf (full catalogue PDF, fund concept + project ideas)",85,2026-08-22
ARC-PROG-118,Arctic Infrastructure Fund (AIF) - Dual-Use Transportation Infrastructure (Transport Canada),Canada,"Ottawa (national program; eligible: Yukon, NWT, Nunavut, Nunavik QC, Nunatsiavut NL)",45.4215,-75.6972,Federal infrastructure contribution program (CAD 1B dual-use transportation infrastructure),"CAD 1B fund to build/expand dual-use transportation infrastructure in the Arctic (roads, rail, airports, bridges, ports) strengthening Canada's sovereignty, defence readiness, community connectivity, access to essential goods/services/emergency response; Stream 1: Dual-Use Transportation Infrastructure (invitation-based, large-scale projects serving defence + civilian needs, advancing key transportation corridors); Stream 2: Industry and Community-Led Transportation Infrastructure (open call, smaller community/industry-driven projects improving regional connectivity, supply chains, emergency response); launch call for proposals 2026-03-04; delivered by Transport Canada with DND, CIRNAC, CanNor, Canada Infrastructure Bank; mix of non-repayable/conditionally repayable/unconditionally repayable contributions","Projects located in Yukon, Northwest Territories, Nunavut, Nunavik (QC) or Nunatsiavut (NL); eligible partners: Arctic/northern communities, territorial and Indigenous governments/organizations (First Nations, Inuit, Metis), industry; Stream 1 invitation-based, Stream 2 open call","Transport Canada (with Department of National Defence, CIRNAC, CanNor, Canada Infrastructure Bank)",ACTIVE (call for proposals launched 2026-03-04; Stream 2 open call),https://tc.canada.ca/en/programs/funding-programs/arctic-infrastructure-fund,"tc.canada.ca/en/programs/funding-programs/arctic-infrastructure-fund (Transport Canada official, CAD 1B, both streams, 2026-03-04 launch); newswire.ca/news-releases/government-of-canada-launches-calls-for-proposals (official GoC release, eligible regions, CIB collaboration); arcticportal.org/ap-library/news/4046 (Arctic Portal, AIF + TDCF CAD 6B combined)",90,2026-08-22
ARC-PROG-119,Business Finland - Financing of Leading Companies and Ecosystems (Challenge Competition 2026),Finland,"Helsinki (national; northern Finland ecosystems incl. Lapland, Kainuu)",60.1699,24.9384,National R&D ecosystem funding (Business Finland grants for leading company ecosystems),"Ecosystem funding for R&D projects following roadmaps of leading companies; Challenge Competition 2026: globally operating companies making very significant R&D increases in Finland get max EUR 20M (locomotive) + EUR 50M for its ecosystem; companies seeking global operations with focused challenge max EUR 10M + EUR 20M ecosystem; partnership funding for SMEs/research organizations in leading-company ecosystems; supports northern Finland strategic sectors (Arctic expertise, battery chemicals, bioeconomy, energy) per northern Finland Programme; aligns with Finland's 4% R&D target","Leading companies (globally operating or seeking global operations) with significant R&D in Finland; partner SMEs, universities, research organizations; ecosystem projects aligned to leading company roadmaps",Business Finland,ACTIVE (Challenge Competition 2026 open; rolling ecosystem funding),https://www.businessfinland.fi/en/services/funding/funding-services/financing-of-leading-companies-and-ecosystems,"businessfinland.fi/en/services/funding/funding-services/financing-of-leading-companies-and-ecosystems (Business Finland official, EUR 20M/50M and EUR 10M/20M tiers, Challenge Competition 2026); suomi.fi/services/funding-services-business-finland (Suomi.fi official service page, BF funding for SMEs with joint projects); oecd.org (OECD Transition Strategies report, northern Finland Programme framework Lapland/Northern Ostrobothnia/Kainuu, Invest In teams, 4% R&D target)",80,2026-08-22
ARC-PROG-120,Arctic Hectare (Gektar v Arktike) Free-Land Program - 2026 Expansion,Russia,"Moscow (KRDV HQ; regions: Murmansk, Nenets AO, Yamalo-Nenets AO, Arctic districts of Arkhangelsk, Karelia, Komi)",55.7558,37.6173,"Free land grant regime (up to 1 ha; 5-year gratuitous use, then ownership or long-term lease)","Free 1-ha land plot in Arctic Zone municipalities (rural AND urban parcels - unlike Far East program); fully digital application via Gosuslugi/MFC/NaDalniyVostok portal (no personal visit); 2026: 1,076 Arctic plots issued in early 2026 (2.2x YoY vs 496 in Q1 2025), cumulative 11,641 Arctic / 163,113 Far East since inception; ~18% of Arctic participants run businesses - 150+ tourism investment projects (~RUB 48B / $590M, ~2,600 jobs) incl. Valla Tunturi (Murmansk), Phosagro Bolshoy Woodyavr resort (Khibiny), Segezha Nord (Karelia), Norebo ski complex (Murmansk); paired 2% subsidized Arctic mortgage for plot holders; program at 10-yr (Far East) / 5-yr (Arctic) milestone","Any Russian citizen (incl. compatriots resettling from abroad) and families; up to 1 ha per person; 5-year development obligation (housing, farming, business or tourism); ownership formalization after 4.5 years; plot issuance up to 33 business days + 30-day agreement signing window","KRDV (Far East and Arctic Development Corporation, under Ministry for Development of the Russian Far East and Arctic)",ACTIVE (Arctic component since 2021-08-01; first ownership transfers underway 2026),https://erdc.ru,"en.arctic.ru/20260427/1437171.html (official Russian Arctic Development: 5,981 recipients early 2026 incl. 1,076 Arctic, cumulative 11,641 Arctic / 163,113 Far East); erdc.ru (KRDV official: 100-day 2026 stats, 10-year Gektar review, 180,000 recipients / 38,500 ownership transfers); tass.com/economy/2043623 (TASS: 18% business use, 150 tourism projects RUB 48B, 2,600 jobs); russian.rt.com/news/1600157 (RT: eligibility, regions incl. 4 Komi districts, digital application, 33 business days); ysia.ru (Q1 2026 Arctic 496->1,076, 2% mortgage link)",92,2026-08-22
ARC-PROG-121,Innovation South Greenland (ISG) Business Development Incubator - Narsaq Pilot to 2026-27 Regional Rollout,Greenland,Qaqortoq (Kujalleq HQ; pilot: Narsaq),60.7187,-46.0359,"Incubator / business development program (advisory, webinars, funder matching)","Narsaq pilot completed: 6 of 9 companies graduated with individualized business guidance + webinar series (operations, financing, AI, collaboration); connects participants with funders (Bank of Greenland, Nalik Venture, Vestnorden Fund); evaluated early 2026 as model for rollout across Kujalleq region; 2026-27 service agreement with Kommune Kujalleq formalizes six focus areas: tourism, UNESCO Kujataa, business development, fisheries/hunting/agriculture, mineral resources, food production; adds advisory/incubator layer on top of Aallartisaatit Business Fund (ARC-PROG-048) and tripartite GE Syd Region cooperation","Companies and entrepreneurs in South Greenland (Kommune Kujalleq: Qaqortoq, Narsaq, Nanortalik); selection via ISG advisors; sectors: tourism, food production, fisheries, minerals, agriculture",Innovation South Greenland (ISG) - wholly owned by Kommune Kujalleq; cooperation with GE Syd Region,ACTIVE (Narsaq pilot complete; 2026-27 service agreement in force; regional rollout under evaluation),https://isg.gl,"isg.gl/en/business-development-program-in-narsaq-six-companies-have-completed-the-first-program (ISG official: Narsaq pilot 6/9, funders Bank of Greenland/Nalik Venture/Vestnorden Fund, early 2026 evaluation); isg.gl/en/kujalleq-and-innovation-south-greenland-continue-their-partnership (ISG official: 2026-27 service agreement, six focus areas); isg.gl/en/tripartite-agreement-to-strengthen-cooperation-in-south-greenland (ISG official: tripartite agreement ISG/Kujalleq/GE Syd, Qaqortoq Airport opportunity)",85,2026-08-22
ARC-PROG-122,Nordic Ocean Cluster Accelerator (NOCA) + Nordic Nexus Network - Nordic Innovation Blue Economy Testbeds,Nordic (FI/SE/NO/DK/IS),"Reykjavik (Iceland Ocean Cluster; lead partner A'Pelago, Finland)",64.1466,-21.9426,Accelerator / cross-border testbed network (blue economy),"NOCA: 3-year accelerator co-launched by A'Pelago (FI) with ÅKP (SE), Danish Ocean Cluster (DK), Iceland Ocean Cluster (IS), Norinnova (NO), co-financed by Nordic Innovation; three pilot accelerator programs; targets 25+ startups, 30+ investor introductions, 6+ cross-border investment processes; access to Nordic markets, testbeds and investor readiness tools. Nordic Nexus Network (led by Iceland Ocean Cluster): connects testbeds and community hubs across IS/NO/SE/DK in ports, eco-industrial parks and circular economy zones for food/water/energy innovations (Nordic Innovation funded, initial 3-month framework phase); complements ARC-PROG-037 (NIB) and ARC-PROG-043 (Business Iceland) with startup-level blue economy acceleration","Startups, SMEs and testbed operators in Nordic blue economy (ocean data/AI, marine biotech, maritime innovation, sustainable seafood/aquaculture, ocean energy, maritime security); cross-border Nordic teams","A'Pelago (lead, FI) with ÅKP (SE), Danish Ocean Cluster (DK), Iceland Ocean Cluster (IS), Norinnova (NO); funded by Nordic Innovation",ACTIVE (3-year NOCA pilots ongoing 2026; Nordic Nexus initial framework phase),https://www.apelago.fi/noca/,"apelago.fi/noca (A'Pelago official: NOCA partners, 25+ startups / 30+ investor intros / 6+ cross-border deals, Nordic Innovation co-financing); sjavarklasinn.is/en/the-nordic-nexus-network-project-building-nordic-innovation-bridges (Iceland Ocean Cluster official: Nordic Nexus Network, port/eco-industrial testbeds, Nordic Innovation funding)",82,2026-08-22
ARC-PROG-123,IUC Norr - Industrial Development Centre Northern Sweden,Sweden,Luleå (HQ) + Skellefteå (office); serves Norrbotten & Västerbotten,65.5848,22.1567,Regional SME industrial development support (project-driven),"Project-driven support for smart industry, competence supply, sustainable transition and insight-driven industrial development for SMEs in Norrbotten/Västerbotten; access to de minimis state aid up to EUR 300,000 per company/group over rolling 3-year period (realized as project intervention value, not direct cash); free support within projects; connects SMEs to innovation, networks and EU structural fund financing (ERDF/ESF+)",Small and medium-sized industrial and industry-adjacent companies in Norrbotten and Västerbotten (Sweden); project applications via IUC Norr assessment + formal application to appropriate authority,"IUC Norr (regional development org; offices Luleå & Skellefteå; partners: Region Norrbotten, Region Västerbotten, EU structural funds)",ACTIVE (2026; ERDF-funded projects incl. Företagsanalys Industrier i Norr 2025-01-01..2026-04-30),https://iucnorr.se/vart-erbjudande/,"iucnorr.se/vart-erbjudande (official: de minimis EUR 300K/3yr, focus areas, financing mix); utvecklanorrbotten.se (official Region Norrbotten ERDF dialogue with Tillväxtverket, 2026)",80,2026-08-22
ARC-PROG-124,Denali Commission FY2026 Work Plan (Rural Infrastructure Allocation),USA,"Anchorage (statewide; Alaska rural/Arctic communities incl. Nome, Utqiagvik)",61.2181,-149.9003,Infrastructure Grant (annual work plan; ports/water facilities + intermodal),"FY2026 funding sources: base discretionary ~$18M (Energy & Water Appropriations) + ~$3.5M TAPL (Trans-Alaska Pipeline Liability) + ~$17.8M DOT transfers; funds rural Alaska infrastructure incl. roads, ports, water facilities and intermodal connections; 30-day public comment period; complements Rural Transportation Match & Gap program (ARC-PROG-013/083, $7.5M pool, SOI due 2026-08-28, awards spring 2027, $50K-$1M per award)","Municipal, borough, tribal governments; Indian Tribes; regional tribal non-profits; other non-profits in rural Alaska; construction-ready projects with public benefit; priority to entities without active/pending Denali transportation awards","Denali Commission (federal-state partnership, Alaska)",ACTIVE (FY2026 Work Plan public comment; SOI window open 2026-08-28),https://www.govinfo.gov/content/pkg/FR-2026-01-22/html/2026-01108.htm,"govinfo.gov Federal Register Vol 91 Issue 14 (2026-01-22, official: FY2026 base $18M + TAPL $3.5M + DOT $17.8M); grantoria.com/cfda/90-100-denali-commission-program + grantoria.com/grant/soi-rural-transportation-match-and-gap-funding-assistance-program (SOI Aug 28 2026, $7.5M pool, $50K-$1M awards)",90,2026-08-22
ARC-PROG-125,SBA 8(a) Business Development Program - Alaska Native Corporation-Owned Concerns,USA,"Anchorage (statewide; ANCs incl. NANA, ASRC, Arctic Slope, Bristol Bay, Sealaska)",61.2181,-149.9003,Federal contracting certification / business development (9-year program),"Sole-source and set-aside federal contract awards under special ANC rules (13 CFR 124.109-110), incl. enhanced sole-source caps vs individually-owned firms; Business Opportunity Specialist mentorship; Mentor-Protetege Program; management/technical assistance and executive development; community-benefit reporting requirement ensures contract earnings flow back to Alaska Native shareholders (strengthened by 2016/2024 integrity rules); 221 Alaska 8(a) participants, majority Native-owned",For-profit concern owned at least 51% by an Alaska Native Corporation (ANC); must meet small-business size standard for primary NAICS; principal office and full-time US-based management; ANCs themselves do not participate directly - their member/subsidiary businesses do; application via SBA Form 1010B (ANC),"U.S. Small Business Administration (SBA), Office of Native American Affairs",ACTIVE (rolling certification; 9-year program term),https://www.sba.gov/federal-contracting/contracting-assistance-programs/8a-business-development-program,"sba.gov/document/sba-form-1010b-anc-8a-business-development-bd-program-application-alaskan-native-corporation-owned-concern (official: ANC application form); sba.gov/business-guide/grow-your-business/native-american-owned-businesses (official: 8(a) benefits for ANCs, sole-source/set-aside, Mentor-Protetege); govinfo.gov CFR-2022-title13-vol1 sec 124.102 + 124.105 (official regulation: ANC special ownership rules 124.109-110); everycrsreport.com/reports/R48190.html (CRS: ANC sole-source caps exceed standard); adn.com 2011 8(a) Alaska profile (221 firms, majority Native-owned)",92,2026-08-22
ARC-PROG-126,CanNor NIEOP - Community Readiness and Opportunities Planning (CROP) Stream,Canada,"Yellowknife (territories-wide: Yukon, NWT, Nunavut)",62.454,-114.3718,Community capacity-building contribution (NIEOP stream),Third NIEOP stream alongside EBD and ERS: capacity and readiness activities for Indigenous communities and organizations to pursue economic opportunities; supports reintroduction of core funding to Indigenous rights-holding organizations; part of enhanced NIEOP transfer-payment program (incl. Budget 2022 funds) with multi-year horizon through 2026-27 and beyond,"Indigenous communities, organizations and rights-holding bodies in the three territories (Yukon, Northwest Territories, Nunavut); community economic development planning, readiness and capacity projects",CanNor (Canadian Northern Economic Development Agency),ACTIVE (2025-26 / 2026-27 transfer payment programs),https://cannor.gc.ca/eng/1768408545779/1768408593408,"cannor.gc.ca/eng/1768408545779/1768408593408 (official CanNor 2026-27 transfer payment programs: CROP stream, core funding reintroduction); cannor.gc.ca/eng/1737490877985/1737490921291 (official 2025-2026 transfer payment programs: NIEOP CROP/EBD/ERS); cannor.gc.ca/eng/1381325363616/1381325380355 (official Programs and Services list)",87,2026-08-22
ARC-PROG-127,Norwegian Barents Secretariat - Project Funding for Norwegian-Russian Barents Cooperation,Norway,Kirkenes (HQ; projects across Nordland/Troms/Finnmark + Northwest Russia),69.727,30.0434,"Project grants (case-by-case, rolling)","Grants for Norwegian-led and multilateral Barents-region cooperation projects with Russian partners across business/industrial development, culture, youth, education, environment, indigenous peoples and civil society; flexible grant sizes (case-by-case); BarentsKult culture stream deadlines 1 Feb / 1 Sep annually; complements Kolarctic CBC (EU) and Arctic 2030 schemes; e.g. funded VR competence workshops in Kirkenes and co-funded ICE Arctic Youth Community (NOK 330,000)","Norwegian public institutions, private companies, foundations, organizations and individuals (typically Norwegian applicant); projects must involve Norwegian-Russian or broader Barents-region cooperation (Nordland/Troms/Finnmark + Murmansk/Arkhangelsk)",Norwegian Barents Secretariat (barents.no; financed by Norwegian Ministry of Foreign Affairs + Finnmark/Troms/Nordland county administrations),ACTIVE (rolling applications; BarentsKult deadlines 1 Feb / 1 Sep),https://barents.no/en,"barents.no/en/barentskult-guidelines-and-conditions (official: BarentsKult guidelines, eligibility, deadlines, financing by MFA + county administrations); barents-council.org/working-groups/project-funding (official BEAC: Norwegian Barents Secretariat funding channels, case-by-case grants); barents-council.org/files/Funding/IBSFundingMatrix.pdf (official funding matrix: themes incl. industrial/commercial development, indigenous peoples); kystutviklingssenter.no/en/results-2 (Barents Secretariat-funded VR workshops Kirkenes)",85,2026-08-22
