port_id,port_name,city_id,country,latitude,longitude,unlocode,max_depth_m,berth_count,cargo_handling_capacity_tonnes,ice_class_support,storage_area_sq_m,fuel_services,port_fees_usd,annual_vessel_calls,operator,ownership_type,sources,confidence,last_verified
ARC-PORT-078,Finnafjörður Deep-Water Port (FFPD — planned greenfield),,Iceland,66.2700,-15.2500,,25,,,"None (ice-free year-round, Gulf Stream)",,,,,"Finnafjord Port Development Company (FFPD: Bremenports 66%, EFLA 26%, Langanesbyggð + Vopnafjarðarhreppur municipalities 8%)",Public-private JV; planning/concession stage (construction window slipped from 2021-23; acoustic baseline survey published 2024),"en.highnorthnews.com 2019-04-16 (Nord University outlet: JV signing 11 Apr 2019, 6 km quays, 1,200 ha industrial park, natural depth 25-70 m, lowest wave heights N. Atlantic, NSR transit hub + SAR base, customs-free zone, renewable power + hydrogen fuel, 40-yr development timeline); arctictoday.com 2019 (independent: deepwater port + industrial site, ice-free year-round); projectcargojournal.com 2019-04-12 (independent: 6 km quay, 1,200 ha hinterland, ~20 m water depth, Bremenports 2/3 share); bremenports.de Finnafjord page (official partner: sustainable harbour development NE Iceland, feasibility final_book.pdf); efla.is samstarfssamningur (official partner: cooperation agreement); sciencedirect.com Marine Pollution Bulletin Vol 209 2024 (pre-construction acoustic baseline 2021/22 confirms project still in development). NAME DISAMBIGUATION: Finnafjörður (NE Iceland, FFPD greenfield deep-water port) is NOT Finnfjordbotn/Senja (Norway, ferrosilicon plant) nor Finnafjörður (NW Iceland)",85,2026-08-22
ARC-PORT-079,"Reykjavík Vör Cruise Terminal (Skarfabakki 312, Viðeyjarsund)",ARC-CITY-013,Iceland,64.1628,-21.8514,ISREK,,,,None (ice-free harbour),,,,,Faxaflóahafnir (Reykjavík Port Authority / Faxaports),Public (municipal port authority; BREEAM-certified terminal),"iceland-highlights.com Vör Cruise Terminal 2026 (independent: opened for 2026 cruise season, official opening festival 29 May 2026, ISK 2.8B / ~EUR 24.3M terminal investment, BREEAM-certified, 2 high-voltage shore power connections within EUR 20.7M green-energy programme, name announced by Faxaflóahafnir 9 Mar 2026 after 6,025-name public competition, cruise passenger infrastructure fee reduced to ISK 1,600/person/day for 2026); icelandreview.com 2026-08-10 (record cruise fleet expected around Iceland for 12 Aug 2026 total solar eclipse incl. Reykjavík calls); faxaports.is (official port authority: Vör terminal, shore power programme); cruisedig.com / cruisemapper.com 2026 schedules (independent: Skarfabakki 312 calls)",80,2026-08-22
ARC-PORT-082,Whittier ARRC Tunnel Double-Stack Upgrade + 30 Railcars,ARC-CITY-072,USA,60.7768,-148.7210,USWIT,13.7,2,500000,Arc4,15000,Yes,,120,Alaska Railroad Corporation (ARRC: USD 20.4M PIDP FY2026 — tunnel elevation upgrade enabling double-stack container railcars connecting Port of Whittier to Interior Alaska/Arctic; 30 additional railcars for container service); Port of Whittier operational efficiency project,State-owned (ARRC),"gov.alaska.gov (Governor Dunleavy: ARRC $20.4M PIDP, tunnel upgrade for double-stack containers, 30 railcars, Port of Whittier context); adn.com/business-economy/2026/04/23 (independent: $20.4M ARRC, tunnel double-stack clearance, railcar purchase, PIDP FY2026 context); newsminer.com (independent: ARRC $20.4M, tunnel upgrade, Port of Whittier rail connection to Interior Alaska, Alaska delegation support); govmarketnews.com (independent: ARRC tunnel upgrade + 30 railcars, Port of Whittier operational efficiency, rail-enabled cargo to Interior/Arctic) | GIS-2026-09-07 densify ARRC tunnel approach/portal 60.7768/-148.7210 (distinct from Delong Dock)",90,2026-09-07
ARC-PORT-083,Lumina White Mountain Mine Port (Qartorqsuaq),ARC-CITY-062,Greenland,66.5369,-52.3091,,12.0,1,500000,Arc3,10000,Yes,50000-100000,6,Lumina Greenland (Lumina Strategic Minerals Group Inc.),Private,"globenewswire.com 2026-03-31 (PDAC 2026: featured as leading Greenland mine operator, White Mountain Mine anorthosite, 300km north of Nuuk, own dock facilities 35,000t vessels, 50,000t on-site storage, $100M+ invested, NASA/ESA collaboration); globenewswire.com 2025-11-12 (Lumina Extends Rare Earths: EXIM Bank $125M LOI, 30,000t single largest Greenland shipment, Ga/Ge export 2027, Qartorqsuaq plant); nationtalk.ca (PDAC 2026: dock 35,000t vessels, largest Greenland mine operator) | GIS-2026-09-07 densify: moved off Kangerlussuaq pin; Qaqortorsuaq OSM 66.5369/-52.3091; lumina.gl + globenewswire 50mi W of Kangerlussuaq; cleared false GLKAN",85,2026-09-07
ARC-PORT-084,Cold Bay Dock Replacement Project,ARC-CITY-077,USA,55.2061,-162.7143,USCDB,,,,,,,,,City of Cold Bay (MARAD PIDP grantee),Municipal,"sullivan.senate.gov (official: $43.3M MARAD PIDP grant - dock replacement incl. surveys, geotechnical work, analysis, design, permitting); govmarketnews.com (independent: $43.3M Cold Bay dock replacement, part of $653M national PIDP round)",85,2026-08-22
ARC-PORT-085,Metlakatla Port Improvements Project,ARC-CITY-078,USA,55.1289,-131.5722,USMTM,,,,,,,,,Metlakatla Indian Community (MARAD PIDP grantee),Municipal,"sullivan.senate.gov (official: $3.4M Metlakatla Port Improvements - barge fender and batter piles, breakwater replacement prep, boat haul-out mechanism repairs); govmarketnews.com (independent: MARAD PIDP Alaska allocation)",85,2026-08-22
ARC-PORT-086,Wrangell Deepwater Port (6-Mile Mill site),ARC-CITY-079,USA,56.385,-132.355,USWRG,15.0,,,Arc4,,,,,City and Borough of Wrangell (6-Mile Mill redevelopment; AML 40-yr barge lease; JAG Marine Group shipyard partner),Municipal (public-private),"wrangellsentinel.com (EDA Industry Transformation Pathway $42M request + $10.6M borough match for 6-Mile deepwater port/industrial hub, downtown waterfront fill, City Dock extension, new flume; AML 40-year lease for barge ramp/freight; 42-acre marine industrial hub); kstk.org (EDA disaster grant up to $50M, deepwater port + waterfront + flume portfolio, ~150 jobs); wrangell.com 2026-04-30 press release (official: Pearlson Group selected for shipyard design + shiplift development at deep-water port, JAG Marine Group partnership)",87,2026-08-22
ARC-PORT-087,Port of Piteå (Haraholmen),ARC-CITY-080,Sweden,65.219,21.558,SEPIT,11.2,2,1600000,"Yes (year-round, icebreaker-assisted)",,Yes (bunkering incl. state icebreakers),,,Piteå Hamn AB (port company); ShoreLink (terminal operator),Municipal (Piteå Municipality),"""portofpitea.se (official: Piteå Hamn AB manages/develops, ShoreLink goods management, 11.2 m depth open year-round, Haraholmen, E4 5 min, ISPS, vessel calls digitalized with Luleå from June 2026, icebreaker bunkering, ~65% forestry goods, 8 of 25 largest Norrbotten companies are clients, container lines to Bremerhaven/Antwerp/Hamburg, vehicle terminal); wallenius-sol.com (independent: one of deepest Bothnian Bay ports, ships to 250 m, ~1.6M t/yr, dual Ro-Ro ramps, cranes to 100 t, environmental approvals to expand to 12M t/yr); sca.com (official: SCA RoRo switch from Oct 1 2026 adds 550-600K t/yr from Munksund mill via Piteå/Haraholmen, ~40% emissions reduction, vessels 11-12 kn); baltictransportjournal.com (independent: SCA Munksund ~400K t/yr packaging paper shifts from Umeå to Piteå, CEO Ulrika Nilsson comment)""",90,2026-08-22
ARC-PORT-088,Port of Skellefteå (Skelleftehamn),ARC-CITY-081,Sweden,64.684,21.32,SESFT,12.5,1,1500000,"Yes (icebreaker-assisted, year-round)",,Yes,,,Port of Skellefteå (Skellefteå Municipality; ShoreLink until 2026/27 transition),Municipal (Skellefteå Municipality),"""portofskelleftea.se (official: SEK 1.4B expansion project, new quay 275 m long 28 m wide 12.5 m ram-free depth, 250 m vessels, dredging of quay area and fairway, larger/quays specialized by cargo type, electric crane investment, fossil-free port 2030 goal, completion end 2027 with parts ready 2026); skelleftea.se (official municipality: new quay 275 m, 12.5 m depth, partially ready 2026 earlier than plan, world-first all-electric crane since 2022, intermodal rail/sea/road, Stegra logistics agreement); dagenslogistik.se (independent: SEK 97M Tillväxtverket/ERDF support from Övre Norrland programme ~SEK 300M, current ~400K t/yr, Northvolt full operation adds up to 700K t, target 1.5M t/yr, new railway track + extended quay); norran.se (independent: Stegra deal Sept 2025, new quay inauguration before end of 2026, municipality takes over operation model from ShoreLink at turn of 2026/27)""",88,2026-08-22
ARC-PORT-089,Grundarfjarðarhöfn (Grundarfjörður Harbour),ARC-CITY-082,Iceland,64.9183,-23.2503,ISGRU,9.5,2,,No (ice-free natural harbour),,Yes,,,Grundarfjarðarhöfn (Grundarfjörður municipality; Harbour Master Hafsteinn Garðarsson),Municipal,"""grundport.is (official port authority: excellent natural harbour, secure easily navigated entrance, main pier 365 m, Berth 1 135 m length/9.5 m depth at lowest tide/max ship 240 m/100-200 t bollards, Berth 2 220 m/8.0-6.5 m/max 170 m, turning basin 1200 m, tendering 0.4-0.5 nm, ISPS compliant, fresh water 27 t/h, VHF ch 12, pilotage not compulsory, cruise calendar via DOKK portal); iceland-highlights.com (independent: Grundarfjörður cruise port on Snæfellsnes, live DOKK schedules, 6-8 h typical port time); west.is (independent regional tourism: gateway to Snæfellsnes peninsula). NAME DISAMBIGUATION: distinct from Grundartangi (Hvalfjörður industrial port, ARC-PORT-055 area) — different location ~120 km SW""",90,2026-08-22
ARC-PORT-090,"Port of Dysnes - The Arctic Hub (greenfield industrial harbour, planned)",ARC-CITY-014,Iceland,65.8292,-18.1879,,PLANNED,PLANNED,,"None (Eyjafjordur fjord, ice-free conditions)",1000000,PLANNED,,,Hafnasamlag Nordurlands (North Iceland Harbour Association / Port of Akureyri),Municipal (harbour association),"port.is Port of Akureyri - Dysnes page (official port authority: green-field industrial site 15 km north of Akureyri, Arctic sectors - mining, oil exploration, research, Arctic hub positioning); invest.northeast.is Invest in Northeast Iceland (official regional development agency: Arctic Hub open investment opportunity, 15 km north of Akureyri, weekly European shipping via two carriers); afe.is Eyjafjordur Investment Promotion report (official: ~100 ha reserved for industry, 66 kV power line nearby, harbour construction to begin after planning, part of Eyjafjordur maritime cluster with Slippurinn largest Icelandic ship maintenance facility)",80,2026-08-22
ARC-PORT-091,Qaqortoq Dual-Use Port Expansion (planned: defence + civilian + shore power),ARC-CITY-052,Greenland,60.7225,-46.0335,GLJJU,PLANNED,PLANNED,,None (ice-free harbour),,PLANNED (shore power contingent on renewables),,,Royal Arctic Line / Government of Greenland (defence collaboration with Arctic Command),State-owned,"cipfonden.dk Sustainable Investment Opportunities in Greenland catalogue 2026 (official catalogue by CIP Foundation + Greenland Business Association + Danish Industry: Qaqortoq planned dual-use port expansion, defence + civilian, potential shore power investment contingent on renewable energy development); Greenland Business and Investment post re maritime infrastructure (dual-use quay design in close collaboration with Arctic Command); reuters.com 2025-09-16 + en.highnorthnews.com (Denmark-Greenland framework agreement: DKK 1.6B Danish envelope 2026-2029 explicitly financing a deep-water port (dybvandshavn) in Qaqortoq + Ittoqqortoormiit runway; announced by Danish govt and Naalakkersuisut, Greenlandic PM Jens-Frederik Nielsen) | GIS-QA densify 2026-09-08: Planned dual-use densify between Qaqortoq town and GLJJU parent ARC-PORT-053",87,2026-09-08
ARC-PORT-092,Sørkjosen Quay (Sørkjosen Kai),ARC-CITY-083,Norway,69.786,20.955,NOSKJ,8.0,1,150000,"No (seasonal, ice typically limited; sheltered fjord)",,No,,50,Nordreisa Kommune (municipal port; NOK 2M Statskog value-creation grant for timber quay upgrade 2026; rehabilitation tender 2026),Municipal,statskog.no;anbud.cobrief.no (Nordreisa Kommune tender 2026-06-08),75,2026-08-22
ARC-PORT-093,Alta Urnesbukta Floating Quay (Alta Havn KF),ARC-CITY-044,Norway,69.9686,23.2717,NOALT,9.0,2,100000,No (ice-limited; sheltered fjord),3000,Yes (bunker ops),,600,Alta Havn KF (municipal port company),Public (municipal),"""marinasolutions.no (official supplier case: new floating quay delivered 2026, 2 units 100m total, 6m wide, 20-ton bollards, crane-ready, Urnesbukta Alta); fiskeribladet.no (2026-06-18: Alta among municipalities benefiting from NOK 83.5M harbour upgrades); alta.kommune.no (municipal port context)""",85,2026-08-22
ARC-PORT-094,Vardø Fishing Harbour — External Breakwater (ytre molo),ARC-CITY-084,Norway,70.3759328,31.1072193,NOVAO,7.0,4,80000,No (open Barents Sea; ice-limited),5000,Yes,,450,Vardø Havn KF,Public (municipal),"""osthavet.no (2026-02-23: final permit for external breakwater, 3 years construction, council exemptions to speed up expansion); kystverket.no (official: Svartnes southern breakwater repair May 2025 NOK 5M, Finnmark Entreprenør); kystmagasinet.no (2026 national harbour maintenance programme ~NOK 150M)""; OSM/Kystverket harbour node Vardø fishing (node 5355495287) densify 2026-09-08 GIS loop",80,2026-09-08
ARC-PORT-095,Kjøllefjord Fishing Harbour Expansion (2 new breakwaters + dredging),ARC-CITY-085,Norway,70.9479126,27.3353868,NOKJF,8.0,3,120000,No (ice-limited; exposed Finnmark coast),4000,No,,350,Kjøllefjord Fiskerihavn (Lebesby kommune) / Kystverket,Public (state+municipal),"""kystverket.no (official: NCC Norge contract NOK ~510M excl. VAT, 2 new breakwaters + inner harbour deepening, start Sept 2026, completion autumn 2029); kystmagasinet.no (fishing harbour priority projects Finnmark); nrk.no (Finnmark harbour funding context)""; OSM Overpass densify 2026-09-08 (OSM harbour node/5355453097 Kjøllefjord)",92,2026-09-08
ARC-PORT-096,Honningsvåg Harbour — New Fixed Quay,ARC-CITY-086,Norway,70.9809100,25.9689880,NOHVG,8.5,4,150000,No (ice-limited; North Cape coast),6000,Yes,,500,Honningsvåg Havn (Nordkapp kommune),Public (municipal),"nrk.no/tromsogfinnmark (2026: NOK 66M+ fishing harbour grants incl. Honningsvåg new quay); bairdmaritime.com (2026-06-18: NOK 83.6M 7-project round, fixed dock Honningsvåg); kystverket.no (official programme up to 50% state funding); OSM Nominatim Honningsvåg kystrutekai (Holmen/Holmbukt ferry quay) 70.9809100/25.9689880 — densify off parent ARC-PORT-040 town harbour pin",85,2026-09-08
ARC-PORT-097,"Kirkenes Port — Tugboat Services (Sydvaranger Drift / Arctic Dive, 24/7/365 Panamax tugs from 31 Oct 2026)",ARC-CITY-016,Norway,69.7267740,30.0348534,NOKKN,10.5,8,2800000,"Arc4-Arc5 (Panamax-class tugs, year-round, icebreaker bunkering available)",95000,Yes (bunkering incl. state icebreakers),18000-45000,320,"Sydvaranger Drift AS (GRANGEX AB subsidiary) + Arctic Dive AS (tugboat contractor, 24/7/365); Kirkenes Havn KF (port authority, dissolving into Sor-Varanger kommune from Jan 2027)",Private (GRANGEX/Sydvaranger tug contract) + municipal port authority,"placera.se/pressmeddelanden/grangex-grangex-enters-into-agreement-of-tugboat-services-in-kirkenes-20260401 (official GRANGEX press release via MFN: long-term contract, 24/7/365, 2 Panamax tugs, start Oct 31 2026); inderes.se (official GRANGEX press release copy: 24/7/365, two fully manned tugs, certified crew, ore carrier support); mfn.se (official Swedish financial news: long-term agreement, two tugs, 24/7 service, local employment, Mine restart); linkedin.com/company/grangex-ab-publ (official GRANGEX LinkedIn: tugboat agreement secures logistics ahead of Sydvaranger restart); im-mining.com (Hartikainen MSA, Sydvaranger restart 2026, first commercial exports late 2026, 25-year mine life, ~63.3M t concentrate, 250 staff); OSM Sydvaranger kai / Shipyard Kimek 69.7267740/30.0348534 — Sydvaranger Drift tug ops; densify off ARC-PORT-015",90,2026-09-08
ARC-PORT-098,Port of Seward (deep-water ice-free port + USCG FRC homeport),ARC-CITY-087,USA,60.1189282,-149.4278488,USSWD,14.0,4,130000,Ice-free year-round (deep-water fjord harbor),60000,Yes,5000-25000,300,City of Seward Harbormaster; Alaska Railroad Corp. (freight dock + cruise terminal operator); USCG (FRC/ASC homeport facilities),Municipal (City of Seward) + public (Alaska Railroad Corp.) + federal (USCG),"seward.com/maritime (official City of Seward: only deep-water ice-free port in Alaska with rail+highway+air; Resurrection Bay; small boat harbor; marine industry cluster); citizenportal.ai (Alaska Senate Transportation 2026-03-31: freight dock ~600 ft lengthening to ~1,000 ft Phase 1 funded $25M completion 2027, Phase 2 widening to 300 ft $8.5M pending USDOT BUILD, ~100,000 t/yr inbound freight, ~30M gal/yr fuel pipeline, TOTE Maritime Orca-class RoRo contingency port for Port of Alaska, MARAD PIDP ~$20M 2020 grant + $5.5M ARRC match); seatrade-cruise.com + cruisemapper.com (new $137M Alaska Railroad cruise terminal completed June 2026: 750-ft/229-m two-berth floating pier, 100-ft width, 68,000-sq-ft terminal, Royal Caribbean 30-yr anchor agreement, 87 cruise calls/188K visitors 2023); alaska-native-news.com + military.com (USCG $9.8M housing/maintenance contract Jul 2026, FRC Frederick Mann, Kodiak & Seward ASC homeports Jun 11 2026, 11 ASCs planned, $140M+ Base Kodiak task orders May 2026); trains.com (Seward cruise port $137M, RCG partnership, winter flex space); OSM Overpass densify 2026-09-08 (OSM harbour way/264719377 Seward Cruise Dock)",85,2026-09-08
ARC-PORT-099,"Pevek Cape Nagleynyn Marine Terminal (Baimskaya GOK gateway, op. 2026)",ARC-CITY-006,Russia,69.7200,170.2000,RUPEV,12.29,1,2000000,Year-round w/ dedicated port fleet,,,No,,,"Under construction - Glavgosexpertiza approval issued; state-funded sections + Baimskaya GOK user (Kaz Minerals/UGMK), State (budget investment RUB 27.6B+)","en.portnews.ru/news/353659 (Glavgosexpertiza positive conclusion: 275m berth, depth 12.29m at berth); en.portnews.ru/news/344234 (operation from 2026, port fleet ensures year-round service, serves Baimsky field design capacity - cites Chukotka Industrial Policy Dept); tadviser.com/index.php/Company:Pevek_(seaport) (capacity ~2M t/yr, commissioning 2026); neftegaz.ru (government decision to expand Pevek port territory for Baimsky terminal, budget >RUB 27.6B, commissioning 2026); kazminerals.com/baimskaya-project-update-1 (state constructs Cape Nagloynyn port sections incl. dredging by 2026); coords approx: Cape Nagleynyn adjacent NW of existing Pevek quays in Chaunskaya Bay",90,2026-08-23
ARC-PORT-100,Utqiagvik Coastal Storm Damage Reduction Project (Barrow Coastal Erosion - 5-mile Rock Revetment),ARC-CITY-074,USA,71.290224,-156.794962,USUQT,NULL,NULL,NULL,Arc4,NULL,No,NULL,NULL,US Army Corps of Engineers Alaska District (construction) / City of Utqiagvik (sponsor),Public (federal-state-local partnership),"poa.usace.army.mil news release USACE awards contract for Utqiagvik coastal erosion project (official .mil: contract award, revetment + berm + Stevenson Street raise phases); pod.usace.army.mil USACE breaks ground Aug 11 (official .mil groundbreaking ~5 miles coastline protection); sam.gov Barrow Alaska Coastal Erosion Reduction notice (official: rock sourcing/quarrying/transport/placement scope); digital.akbizmag.com Barrier for Barrow (USD 364M WRDA+IIJA, 23,200 cu yd fill: 11,900 armor rock, 6,600 B stone, 2,300 core, 2,400 gravel, berm raises Stevenson Street); knom.org 2025-06-27 (100,000+ tons armor rock shipped Nome to Utqiagvik by BSNC); OSM Photon Stevenson Street tertiary coastal segment 71.290224/-156.794962 (USACE Barrow Coastal Storm Damage Reduction / Stevenson Street raise); densify off ARC-PORT-056 town pin",93,2026-09-08
ARC-PORT-101,"Clyde River Small Craft Harbour (new DFO community harbour, completed Mar 2026; 72-vessel basin)",NULL,Canada,70.4753,-68.5890,CACLR,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,Niutaq Harbour Authority (community not-for-profit); owned under DFO Small Craft Harbours; built by Pilitak Enterprises Ltd (~CAD 38M contract awarded 2022); breakwaters + fixed wharf + launch ramp + floating wharves + shore electricity; tied to Tallurutiup Imanga NMCA Inuit Impact Benefit Agreement commitments,Public (federal DFO / community harbour authority),canada.ca/en/fisheries-oceans/news/2026/03 Clyde River completion release 2026-03-27; ecomagazine.com 2026-03; bairdmaritime.com 2026-03; renewcanada.net 2026-03+08; nationalfisherman.com 2026-04,97,2026-08-23
ARC-PORT-102,"Qikiqtarjuaq Deep Sea Port (phase 1 CAD 350M; CAD 40M federal NTCF + CAD 10M GN secured; construction target Jun 2026, operational ~2028; Davis Strait offshore fisheries offload on NW Passage main route)",NULL,Canada,67.8569,-64.0306,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Qikiqtaaluk Corporation / Arctic Economic Development Corporation (Inuit-led),Community/Inuit corporate partnership,https://www.canada.ca/en/transport-canada/news/2021/08/government-of-canada-invests-in-transportation-infrastructure-in-nunavut.html ; https://nunavutnews.com/2025/12/10/qikiqtarjuaq-deep-sea-ports-first-phase-estimated-at-350-million ; https://www.premier.gov.nu.ca/sites/default/files/2025-04/Federal%20Election%202025%20Priorities_web.pdf ; https://qikport.ca,92,2026-08-23\r\r\n
ARC-PORT-104,"Narvik Port Dock 5 New Shiploader (LKAB SEK 500M within SEK 5B Narvik terminal programme through 2029; inaugurated 27 Nov 2025; replaces 1977 loader; 2,200-tonne unit installed by Sarens; part of LKAB ~SEK 5B invested in Narvik since 2005)",ARC-CITY-020,Norway,68.4205,17.4332,NONVK,NULL,NULL,NULL,Arc4-Arc5,NULL,NULL,NULL,300,"LKAB (industrial port of loading, dock 5); Narvik Havn KF port authority",Corporate industrial loading facility within municipal ice-free Atlantic port,https://lkab.com/en/news/new-ship-loader-for-continues-stable-deliveries ; https://lkab.com/en/community-development/lkab-in-narvik ; https://en.highnorthnews.com/business/lkab-strengthens-logistics-in-the-north-with-a-new-ship-loader-in-the-port-of-narvik/1094770 ; https://www.worldcargonews.com/bulk/2025/12/lkab-commissions-new-shiploader-in-narvik ; https://sarens.prowly.com/442978-sarens-installs-lkabs-new-2200-ton-shiploader-in-the-port-of-narvik-for-more-efficient-and-environmentally-responsible-operation | GIS-QA densify 2026-09-08: OSM Fagernesveien / LKAB Fagernes ore-terminal corridor; densify off NONVK parent ARC-PORT-019,95,2026-09-08
ARC-PORT-105,"Cascade Point Ferry Terminal (new-build AMHS terminal, USD 37.6M FTA award announced Aug 2026; Lynn Canal service north of Juneau)",NULL,USA,58.8500,-135.0200,,NULL,NULL,NULL,None,NULL,No,NULL,NULL,Alaska DOT&PF (Alaska Marine Highway System) with Federal Transit Administration funding,Public (state),alaskasnewssource.com/KTUU (Aug 21 2026 award breakdown incl. $37.6M Cascade Point); ktoo.org (Aug 21 2026); thealaskastory.com (Aug 21 2026); FTA announcement Aug 17 2026 via Gov. Dunleavy office,90,2026-08-23
ARC-PORT-106,"Alaska LNG Nikiski Marine Terminal (Phase 2 under development - 20 MTPA liquefaction + export, FID pending; Phase 1 pipeline mech. completion target 2028, first gas 2029)",ARC-CITY-088,USA,60.6870,-151.3951,USNIK,NULL,NULL,20000000,NULL,NULL,NULL,NULL,NULL,Glenfarne Alaska LNG (75%) / Alaska Gasline Development Corporation (25%),Private-State JV (Glenfarne 75% / State of Alaska via AGDC 25%),https://glenfarnegroup.com/glenfarne-announces-major-phase-one-alaska-lng-milestones-with-construction-line-pipe-supply-and-in-state-gas-agreements | https://www.offshore-energy.biz/30-year-gas-pact-puts-44-billion-lng-project-at-go-no%E2%80%91go-crossroads | https://alaskabeacon.com/2025/12/22/alaskas-44-billion-bet-on-natural-gas | https://www.offshore-energy.biz/44-billion-alaska-lng-project-scores-new-offtake-deal-with-japanese-player,88,2026-08-23
ARC-PORT-107,"Juneau USCG Icebreaker Homeport Pier (USCGC Storis base - USD 300M shoreside infrastructure, completion target ~2029; second ASC homeport under consideration per Juneau Assembly resolution Jun 2026)",NULL,USA,58.3019,-134.4197,USJNU,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,U.S. Coast Guard District 17 (funded via FY2025 reconciliation / One Big Beautiful Bill Act; Sen. Sullivan-secured),Federal (military),"sullivan.senate.gov press release (USD 300M new modern CG pier Juneau for expanded Arctic/Pacific ops; also Seward FRC homeport USD 50M, Sitka USD 65.9M, Ketchikan USD 7.1M); begich.house.gov (USD 300M for homeporting USCGC Storis, commissioned Juneau 2025); juneauempire.com 2026-02-03 (completion likely not before 2029 per Commandant); ktoo.org 2026-06-22 (Juneau Assembly resolution supporting second icebreaker homeport); adn.com 2025-11-30 (homeport decisions goal early 2026)",90,2026-08-23
ARC-PORT-108,"Unalaska Marine Center - Port of Dutch Harbor (#1 US fishing port by volume 26 consecutive years per NOAA FUS2023 780.1M lbs/$224.5M; UMC+USCG Dock ~2,051 linear ft dock face; Matson 30/40-t container cranes + rail; North Pacific Fuel bunkering; UMC Dock Resurfacing Pos 5-7 engineering RFP May 2026 + LED high-mast lighting replacement at Light Cargo Dock/UMC Nov 2025)",ARC-CITY-054,USA,53.8894,-166.5272,USDUT,NULL,NULL,NULL,None (ice-free Bering Sea port),NULL,Yes,NULL,NULL,City of Unalaska Dept of Public Works & Ports,Municipal,unalaska.gov/portsandharbors/page/unalaska-marine-center-umc-and-uscg-dock | unalaska.gov/publicworks/page/request-proposals-umc-dock-resurfacing-5-7 | unalaska.gov/publicworks/page/invitation-bid-ports-lighting-improvement-project | s3.amazonaws.com/media.fisheries.noaa.gov/2026-02/FUS-2023-web.pdf (NOAA Fisheries of the United States 2023),92,2026-08-24
ARC-PORT-109,"Port of Reykjanes Keflavik Harbour Cruise Upgrade Programme (planned - Reykjanesbaer Business & Port Council reviewing proposals: stronger piers for larger ships, breakwater extension shelter upgrade, harbour dredging, possible replacement of 1930s stone piers with landfills; growth 1 ship 2023 -> 4 ships/822 passengers 2025; target: significantly more arrivals by 2028)",NULL,Iceland,63.9988,-22.5550,ISKEF,NULL,NULL,NULL,None (ice-free harbour),NULL,NULL,NULL,NULL,Reykjaneshofn / Port of Reykjanes (Reykjanesbaer municipality); Harbour Director Halldor Karl Hermannsson,Municipal,icelandreview.com/news/harbour-in-keflavik-to-receive-major-upgrades-for-cruise-tourism | ruv.is/frettir/innlent/2025-09-29-vilja-baeta-adstodu-fyrir-skemmtiferdaskip-i-keflavikurhofn-454761 | reykjaneshofn.is/en-gb (official operator cruise page),65,2026-08-24
ARC-PORT-170,Cordova South Harbor (rebuilt 2026),ARC-CITY-089,USA,60.5432,-145.7564,USCDV,NULL,727 slips,NULL,None (Gulf of Alaska; Prince William Sound seasonal ice-free),96000 sq ft float surface,Yes (Shoreside Petroleum commercial fueling dock),10000-25000,NULL,City of Cordova Port and Harbor (design-build: Turnagain Marine Construction),Municipal,"cityofcordova.net/harbor (official: 727-vessel capacity, one of Alaska's largest single-basin harbors, 24-70 ft slips, seaplane moorage, two tidal grids); dot.alaska.gov/stwdplng/ports (official State of Alaska DOT&PF Municipal Harbor Facility Grants: City of Cordova Port and Harbor award recipient, FY2026 project awards list); akbizmag.com 28 Jan 2026 (two-year USD 40M rebuild completed/opening for summer: MARAD RAISE USD 20M + USD 5M Tier 1 state harbor grant + voter-approved bond; capacity expanded 425 to 727 slips; 96,000 sq ft new float surface; Turnagain Marine Construction design-build); akbizmag.com Cordova South Harbor project-underway feature (RAISE award context). NAME DISAMBIGUATION: Cordova South Harbor distinct from Cordova Small Boat Harbor city dock/T-Dock facilities; not related to Cordova Bay Canada",90,2026-08-24
